scene_index,prompt
777,"A bohemian office features a wooden desk by the window, paired with a plush swivel chair. A patterned rug anchors the space, while a tall bookshelf against the wall displays eclectic decor and plants."
778,"An industrial loft office features a sleek desk positioned against the far wall and a sturdy filing cabinet in the corner, illuminated by a tall floor lamp standing by the window."
779,"This airy coastal office features a light oak desk by the window, inviting natural light to fill the space. A plush white rug anchors the room, while a sleek filing cabinet stands against the wall, blending functionality with serene seaside charm."
780,"This eclectic office features a tall, ornate floor lamp in the corner, casting a warm glow over a plush velvet armchair. A vintage credenza stands against the far wall, displaying an array of quirky artifacts and framed art, creating a vibrant and personalized workspace atmosphere."
781,"A rustic farmhouse office features a sturdy wooden desk positioned against the wall, paired with a comfortable leather armchair in the corner. A large woven rug anchors the space beneath an industrial floor lamp, creating a warm and inviting workspace."
782,"A serene Japandi office centers around a sleek wooden desk paired with a minimalist swivel chair, complemented by a tall open bookshelf against the far wall and a simple floor lamp providing warm ambient light."
783,"An industrial loft office features a sturdy wooden desk against the exposed brick wall, paired with a black leather office chair. A tall metal bookshelf stands in the corner, holding organized files, while a large area rug defines the workspace under a hanging pendant light."
784,"A cozy traditional office features a sturdy wooden desk in the center, flanked by a plush leather armchair and a tall bookshelf against the wall. Warm lighting enhances the inviting atmosphere of this classic workspace."
785,"A serene Japandi office features a sleek wooden desk positioned in the center, flanked by a comfortable swivel chair and a minimalist filing cabinet against the back wall. Soft natural light filters through the window, illuminating the clean lines and warm textures of the space."
786,"A sleek modern minimalist office features a matte black desk centered in the room, paired with an ergonomic swivel chair. A tall whiteboard hangs against the far wall, while a slim filing cabinet stands neatly tucked in the corner for efficient storage."
787,"A bright coastal office features a white desk by the window, an ergonomic office chair facing it, and a sleek filing cabinet against the far wall. Sunlight filters through linen curtains, illuminating a woven rug that anchors the space with airy elegance."
788,"A serene Japandi office features a minimalist desk positioned against the wall, accompanied by an ergonomic office chair. A tall bookshelf stands in the corner, while a woven rug anchors the space beneath a sleek floor lamp."
789,"A bohemian office features a wooden desk against the wall, paired with a colorful rug and a swivel chair. Sunlight streams by the window, illuminating the eclectic decor and creating a warm, inviting workspace atmosphere."
790,"A luxurious art deco office features a sleek desk in the center, flanked by two plush armchairs facing it. A tall floor lamp stands against the wall, casting warm light on the geometric rug beneath."
791,"A bohemian office features a wooden desk facing a large window, flanked by a tall bookshelf against the wall. A colorful rug anchors the space beneath an office chair, while a floor lamp adds warm ambient lighting to the corner."
