ID,Description,ObjCount,ObjAttr,OORel,OARel,Difficulty,SceneScope
447,"An aged pine bar table stands by the glass-paned door, topped with a polished stainless cocktail shaker and a matching polished stainless jigger. A crystal ice bucket with ice cubes sits beside two highball glasses, while a manual citrus juicer rests next to a lemon. On a side table, a wooden cutting board holds a chef knife and two mint sprigs. Beneath a sunlit window, a glossy blender and a glass pitcher await the next batch of smoothie. A single rattan bar stool is pulled up to the bar table.","eq,1,bar_table; eq,1,cocktail_shaker; eq,1,jigger; eq,1,ice_bucket; ge,2,ice_cube; eq,2,highball_glass; eq,1,citrus_juicer; eq,1,lemon; eq,1,side_table; eq,1,cutting_board; eq,1,knife; eq,2,mint_sprig; eq,1,blender; eq,1,pitcher; eq,1,bar_stool","eq,1,bar_table,aged_pine; eq,1,cocktail_shaker,polished_stainless; eq,1,jigger,polished_stainless; eq,1,ice_bucket,crystal; eq,2,highball_glass,glass; eq,1,citrus_juicer,manual; eq,1,lemon,yellow; eq,1,cutting_board,wooden; eq,1,knife,chef; eq,1,blender,glossy; eq,1,pitcher,glass; eq,1,bar_stool,rattan","eq,1,on,0,bar_table,cocktail_shaker; eq,1,on,0,bar_table,jigger; eq,1,on,0,bar_table,ice_bucket; eq,2,on,0,bar_table,highball_glass; eq,1,on,0,bar_table,citrus_juicer; eq,1,on,0,bar_table,lemon; ge,2,within,0,ice_bucket,ice_cube; eq,2,beside,0,ice_bucket,highball_glass; eq,1,next,0,citrus_juicer,lemon; eq,1,on,0,side_table,cutting_board; eq,1,on,0,cutting_board,knife; eq,2,on,0,cutting_board,mint_sprig; eq,1,next,0,bar_table,bar_stool","eq,1,next,bar_table,door; eq,1,beneath,blender,window; eq,1,beneath,pitcher,window",hard,single_room
448,"In a spa-inspired bathroom, a freestanding white bathtub stands opposite a frameless glass shower cubicle, with soft daylight streaming through a tall window above. A mid-century oak vanity with an integrated sink is topped with a ceramic soap dispenser and a pastel lotion bottle beside a neatly folded hand towel. Beside the tub, a tall gray bathroom cabinet supports a potted green fern and a scented candle on its surface. A chrome towel rack mounted near the window holds two rolled bath towels, while a woven laundry basket sits next to a modern white toilet. On the floor, a plush cream bath mat lies in front of the tub and a yellow rubber duck perches on its edge. The shower cubicle stands next to the door.","eq,1,bathtub; eq,1,shower_cubicle; eq,1,vanity; eq,1,soap_dispenser; eq,1,lotion_bottle; eq,1,hand_towel; eq,1,bathroom_cabinet; eq,1,fern; eq,1,candle; eq,1,towel_rack; eq,2,bath_towel; eq,1,laundry_basket; eq,1,toilet; eq,1,bath_mat; eq,1,rubber_duck","eq,1,bathtub,white; eq,1,bathtub,freestanding; eq,1,shower_cubicle,frameless; eq,1,shower_cubicle,glass; eq,1,vanity,mid_century; eq,1,vanity,oak; eq,1,vanity,integrated_sink; eq,1,soap_dispenser,ceramic; eq,1,lotion_bottle,pastel; eq,1,hand_towel,neatly_folded; eq,1,bathroom_cabinet,tall; eq,1,bathroom_cabinet,gray; eq,1,fern,potted; eq,1,fern,green; eq,1,candle,scented; eq,1,towel_rack,chrome; eq,2,bath_towel,rolled; eq,1,laundry_basket,woven; eq,1,toilet,modern; eq,1,toilet,white; eq,1,bath_mat,plush; eq,1,bath_mat,cream; eq,1,rubber_duck,yellow","eq,1,opposite,0,bathtub,shower_cubicle; eq,1,on,0,vanity,soap_dispenser; eq,1,on,0,vanity,lotion_bottle; eq,1,next,0,lotion_bottle,hand_towel; eq,1,next,0,bathtub,bathroom_cabinet; eq,1,on,0,bathroom_cabinet,fern; eq,1,on,0,bathroom_cabinet,candle; eq,2,on,0,towel_rack,bath_towel; eq,1,next,0,toilet,laundry_basket; eq,1,front,0,bathtub,bath_mat; eq,1,on,0,bathtub,rubber_duck; eq,1,on,0,vanity,hand_towel","eq,1,near,towel_rack,window; eq,1,next,shower_cubicle,door; eq,1,on,towel_rack,wall",hard,single_room
449,"In a cheerful toddler bathroom, a pastel blue bathtub contains two yellow rubber ducks and a red toy boat. A white stool near a frosted window holds two colorful storybooks and two cartoon-themed bath sponges. A sleek white vanity with an integrated sink displays a blue shampoo bottle and a small soap bar next to a folded bath towel. A white toilet stands beside a matching bathroom cabinet topped with a fluffy yellow towel. A striped floor mat lies in front of the door.","eq,1,bathtub; ge,2,rubber_duck; eq,1,toy_boat; eq,1,stool; eq,2,storybook; eq,2,bath_sponge; eq,1,vanity; eq,1,shampoo_bottle; eq,1,soap_bar; eq,1,towel; eq,1,toilet; eq,1,bathroom_cabinet; eq,1,floor_mat; eq,1,bath_towel","eq,1,bathtub,pastel_blue; ge,2,rubber_duck,yellow; eq,1,toy_boat,red; eq,2,storybook,colorful; eq,2,bath_sponge,cartoon_themed; eq,1,stool,white; eq,1,vanity,sleek; eq,1,vanity,integrated_sink; eq,1,shampoo_bottle,blue; eq,1,soap_bar,small; eq,1,bath_towel,folded; eq,1,towel,fluffy; eq,1,toilet,white; eq,1,bathroom_cabinet,white; eq,1,floor_mat,striped; eq,1,vanity,white; eq,1,towel,yellow","ge,2,within,0,bathtub,rubber_duck; eq,1,within,0,bathtub,toy_boat; ge,2,on,0,stool,storybook; ge,2,on,0,stool,bath_sponge; eq,1,on,0,vanity,shampoo_bottle; eq,1,on,0,vanity,soap_bar; eq,1,next,0,soap_bar,bath_towel; eq,1,next,0,toilet,bathroom_cabinet; eq,1,on,0,bathroom_cabinet,towel; eq,1,on,0,vanity,bath_towel","eq,1,near,stool,window; eq,1,front,floor_mat,door",hard,single_room
450,"A freestanding black bathtub commands the center of a contemporary bathroom, surrounded by four ivory candles on the floor. A floating marble vanity with integrated basin holds a glass diffuser and a sleek stainless soap bar stand beside a rolled gray towel. A large frameless mirror above the vanity reflects the room, and a potted orchid sits on the vanity near a narrow window. A chrome towel rack holds two folded plush white face towels beside a modern white toilet near the door. A frameless glass shower cubicle occupies one corner with a built-in shelf. On the floor, a soft taupe rug lies in front of the shower.","eq,1,bathtub; eq,4,candle; eq,1,vanity; eq,1,diffuser; eq,1,soap_bar_stand; eq,1,towel; eq,1,mirror; eq,1,orchid; eq,1,towel_rack; eq,2,face_towel; eq,1,toilet; eq,1,shower_cubicle; eq,1,rug","eq,1,bathtub,freestanding; eq,1,bathtub,black; eq,4,candle,ivory; eq,1,vanity,floating; eq,1,vanity,marble; eq,1,vanity,integrated_basin; eq,1,diffuser,glass; eq,1,soap_bar_stand,sleek; eq,1,soap_bar_stand,stainless; eq,1,towel,rolled; eq,1,towel,gray; eq,1,mirror,large; eq,1,mirror,frameless; eq,1,orchid,potted; eq,1,towel_rack,chrome; eq,2,face_towel,folded; eq,2,face_towel,plush; eq,2,face_towel,white; eq,1,toilet,modern; eq,1,toilet,white; eq,1,shower_cubicle,frameless; eq,1,shower_cubicle,glass; eq,1,rug,soft; eq,1,rug,taupe; eq,1,shower_cubicle,built_in_shelf","eq,4,surround,0,bathtub,candle:0,candle:1,candle:2,candle:3; eq,1,on,2,vanity,diffuser; eq,1,on,2,vanity,soap_bar_stand; eq,1,next,2,soap_bar_stand,towel; eq,1,above,2,vanity,mirror; eq,1,on,2,vanity,orchid; eq,2,on,8,towel_rack,face_towel; eq,1,next,8,towel_rack,toilet; eq,1,on,0,vanity,towel; eq,1,front,0,shower_cubicle,rug","eq,1,center,bathtub,room; eq,1,corner,shower_cubicle,room; eq,1,near,orchid,window; eq,1,near,toilet,door; eq,1,on,mirror,wall; eq,1,on,vanity,wall",hard,single_room
451,"In a tropical spa bathroom, a freestanding white bathtub is centered across from a ceramic vanity topped by a large rectangular mirror on the wall. A bamboo stool holds a scented candle and a glass jar, and a potted fern sits beside the vanity near a small window. On the vanity surface, a green soap dispenser is to the left of a toothbrush holder, with a shampoo bottle on the right. A soft beige bath mat lies in front of the door and a green rubber frog balances on the rim of the tub.","eq,1,bathtub; eq,1,vanity; eq,1,mirror; eq,1,stool; eq,1,candle; eq,1,jar; eq,1,fern; eq,1,soap_dispenser; eq,1,toothbrush_holder; eq,1,shampoo_bottle; eq,1,bath_mat; eq,1,frog","eq,1,bathtub,white; eq,1,bathtub,freestanding; eq,1,vanity,ceramic; eq,1,mirror,large; eq,1,mirror,rectangular; eq,1,stool,bamboo; eq,1,candle,scented; eq,1,jar,glass; eq,1,fern,potted; eq,1,soap_dispenser,green; eq,1,bath_mat,soft; eq,1,bath_mat,beige; eq,1,frog,green; eq,1,frog,rubber","eq,1,across,0,bathtub,vanity; eq,1,above,0,vanity,mirror; eq,1,on,0,stool,candle; eq,1,on,0,stool,jar; eq,1,beside,0,vanity,fern; eq,1,left,0,toothbrush_holder,soap_dispenser; eq,1,right,0,toothbrush_holder,shampoo_bottle; eq,1,on,0,bathtub,frog; eq,1,on,0,vanity,soap_dispenser; eq,1,on,0,vanity,toothbrush_holder; eq,1,on,0,vanity,shampoo_bottle","eq,1,near,fern,window; eq,1,front,bath_mat,door; eq,1,on,mirror,wall",hard,single_room
452,"In a Victorian-style bathroom, an ornate claw-foot tub stands beneath a frosted window, and a marble-top vanity across the room with an oval mirror on the wall above. A carved wooden stool holds a decorative glass vase and a rolled white washcloth beside the vanity. On the vanity top, an antique soap bar lies to the left of a crystal perfume bottle, with a small jar of bath salts to its right. A tall freestanding cabinet near the door holds extra towels.","eq,1,tub; eq,1,vanity; eq,1,mirror; eq,1,stool; eq,1,vase; eq,1,washcloth; eq,1,soap_bar; eq,1,perfume_bottle; eq,1,jar_of_bath_salts; eq,1,cabinet; ge,2,towel","eq,1,tub,ornate; eq,1,tub,claw_foot; eq,1,vanity,marble_top; eq,1,mirror,oval; eq,1,stool,wooden; eq,1,stool,carved; eq,1,vase,decorative; eq,1,vase,glass; eq,1,washcloth,white; eq,1,washcloth,rolled; eq,1,soap_bar,antique; eq,1,perfume_bottle,crystal; eq,1,jar_of_bath_salts,small; eq,1,cabinet,tall; eq,1,cabinet,freestanding","eq,1,above,0,vanity,mirror; eq,1,on,0,stool,vase; eq,1,on,0,stool,washcloth; eq,1,beside,0,vanity,stool; eq,1,on,0,vanity,soap_bar; eq,1,on,0,vanity,perfume_bottle; eq,1,on,0,vanity,jar_of_bath_salts; eq,1,left,0,perfume_bottle,soap_bar; eq,1,right,0,perfume_bottle,jar_of_bath_salts; ge,2,inside,0,cabinet,towel; eq,1,across,0,tub,vanity","eq,1,under,tub,window; eq,1,on,mirror,wall; eq,1,near,cabinet,door",hard,single_room
453,"A playful bathroom features a pastel blue shower curtain, and a bathtub with a small green rubber frog and a red toy boat sitting on the tub ledge. A white sink vanity below an triangular mirror holds a striped soap dispenser to the right of a toothbrush holder. A pastel towel sits on top of a freestanding cabinet near the window, and a fluffy yellow bath mat lies in front of the tub. A child-size toilet with a colorful seat completes the scene.","eq,1,shower_curtain; eq,1,bathtub; eq,1,frog; eq,1,toy_boat; eq,1,vanity; eq,1,mirror; eq,1,soap_dispenser; eq,1,toothbrush_holder; eq,1,towel; eq,1,cabinet; eq,1,bath_mat; eq,1,toilet","eq,1,shower_curtain,pastel_blue; eq,1,frog,green; eq,1,frog,rubber; eq,1,toy_boat,red; eq,1,vanity,white; eq,1,vanity,sink; eq,1,mirror,triangular; eq,1,soap_dispenser,striped; eq,1,towel,pastel; eq,1,cabinet,freestanding; eq,1,bath_mat,fluffy; eq,1,bath_mat,yellow; eq,1,toilet,child_size; eq,1,toilet,colorful_seat; eq,1,frog,small","eq,1,on,0,vanity,soap_dispenser; eq,1,on,0,vanity,toothbrush_holder; eq,1,right,0,toothbrush_holder,soap_dispenser; eq,1,above,0,vanity,mirror; eq,1,on,0,bathtub,frog; eq,1,on,0,bathtub,toy_boat; eq,1,on,0,cabinet,towel; eq,1,front,0,bathtub,bath_mat","eq,1,near,cabinet,window",hard,single_room
454,"In a rainforest spa bathroom, a smooth stone freestanding bathtub sits beneath a wide arched window. A floating teak vanity topped by a round frameless mirror stands across the room, with a carved driftwood stool holding a rose-scented candle and a glass jar of bath salts beside it. A clay pot stands next to the vanity. On the vanity surface, a rolled green hand towel rests to the right of a wooden soap dish holding a bar of soap, and a massage stone lies near the soap. A wooden bucket lies in front of the vanity holding a bottle it in.","eq,1,bathtub; eq,1,vanity; eq,1,mirror; eq,1,stool; eq,1,candle; eq,1,jar_of_bath_salts; eq,1,pot; eq,1,towel; eq,1,soap_dish; eq,1,bar_of_soap; eq,1,massage_stone; eq,1,bucket; eq,1,bottle","eq,1,bathtub,smooth; eq,1,bathtub,stone; eq,1,bathtub,freestanding; eq,1,vanity,teak; eq,1,vanity,floating; eq,1,mirror,round; eq,1,mirror,frameless; eq,1,stool,driftwood; eq,1,stool,carved; eq,1,candle,rose_scented; eq,1,jar_of_bath_salts,glass; eq,1,pot,clay; eq,1,towel,green; eq,1,towel,rolled; eq,1,soap_dish,wooden; eq,1,bucket,wooden","eq,1,on,0,stool,candle; eq,1,on,0,stool,jar_of_bath_salts; eq,1,next,0,vanity,pot; eq,1,on,0,vanity,mirror; eq,1,on,0,vanity,towel; eq,1,on,0,vanity,soap_dish; eq,1,right,0,soap_dish,towel; eq,1,on,0,soap_dish,bar_of_soap; eq,1,near,0,bar_of_soap,massage_stone; eq,1,front,0,vanity,bucket; eq,1,inside,0,bucket,bottle; eq,1,across,0,bathtub,vanity; eq,1,beside,0,vanity,stool","eq,1,under,bathtub,window",hard,single_room
455,"An airy bathroom presents a porcelain pedestal sink below a frosted-glass medicine cabinet holding three amber glass bottles of lotion inside. A brushed nickel light fixture hangs from the ceiling above the cabinet, casting warm light over a round mirror mounted on the wall. A white freestanding bathtub sits near the window, its ledge adorned with a yellow rubber duck and a small blue soap bar on a white dish. A chrome towel ring beside the sink provides space for hanging hand towel, and a woven wicker laundry hamper stands next to the door. On the floor beneath the sink, a cat-shaped bath mat is placed beside a digital scale.","eq,1,pedestal_sink; eq,1,medicine_cabinet; eq,3,bottle_of_lotion; eq,1,light_fixture; eq,1,mirror; eq,1,bathtub; eq,1,rubber_duck; eq,1,soap_bar; eq,1,dish; eq,1,towel_ring; eq,1,laundry_hamper; eq,1,bath_mat; eq,1,scale","eq,1,pedestal_sink,porcelain; eq,1,medicine_cabinet,frosted_glass; eq,3,bottle_of_lotion,amber; eq,1,light_fixture,brushed_nickel; eq,1,mirror,round; eq,1,bathtub,white; eq,1,rubber_duck,yellow; eq,1,soap_bar,blue; eq,1,dish,white; eq,1,towel_ring,chrome; eq,1,laundry_hamper,woven_wicker; eq,1,bath_mat,cat_shaped; eq,1,scale,digital; eq,3,bottle_of_lotion,glass; eq,1,bathtub,freestanding","eq,3,within,0,medicine_cabinet,bottle_of_lotion; eq,1,above,0,medicine_cabinet,light_fixture; eq,1,on,0,dish,rubber_duck; eq,1,on,0,dish,soap_bar; eq,1,on,0,bathtub,dish; eq,1,beside,0,pedestal_sink,towel_ring; eq,1,under,0,pedestal_sink,bath_mat; eq,1,beside,0,bath_mat,scale; eq,1,above,0,pedestal_sink,medicine_cabinet","eq,1,on,medicine_cabinet,wall; eq,1,on,mirror,wall; eq,1,hang,light_fixture,ceiling; eq,1,near,bathtub,window; eq,1,next,laundry_hamper,door",hard,single_room
456,"A playful kids' bathroom includes a low-profile bathtub and a sturdy step stool next to it. On the bathtub ledge, two foam animal toys flank a red shampoo bottle. A wall-mounted vanity with integrated sink sports a hand-painted floral finish, above which a rectangular mirror is fixed on the wall. On the countertop, a pink soap dispenser stands to the right of a striped toothbrush cup. Two toothbrushes are left on the surface. A bright green non-slip bath mat lies in front of the vanity, and a small step stool sits beside the door. A plastic wastebasket completes the scene.","eq,1,bathtub; eq,2,step_stool; eq,1,vanity; eq,1,mirror; eq,1,wastebasket; eq,1,bath_mat; eq,2,animal_toy; eq,1,shampoo_bottle; eq,1,soap_dispenser; eq,1,toothbrush_cup; eq,2,toothbrush","eq,1,bathtub,low_profile; eq,1,step_stool,sturdy; eq,1,step_stool,small; eq,1,vanity,wall_mounted; eq,1,vanity,integrated_sink; eq,1,vanity,hand_painted_floral; eq,1,mirror,rectangular; eq,1,shampoo_bottle,red; eq,1,soap_dispenser,pink; eq,1,toothbrush_cup,striped; eq,1,wastebasket,plastic; eq,1,bath_mat,green; eq,1,bath_mat,non_slip; eq,2,animal_toy,foam","eq,1,next,0,bathtub,step_stool; eq,2,on,0,bathtub,animal_toy; eq,1,on,0,bathtub,shampoo_bottle; eq,1,above,0,vanity,mirror; eq,1,on,0,vanity,soap_dispenser; eq,1,on,0,vanity,toothbrush_cup; eq,2,on,0,vanity,toothbrush; eq,1,right,0,toothbrush_cup,soap_dispenser; eq,1,front,0,vanity,bath_mat; eq,1,left,0,shampoo_bottle,animal_toy; eq,1,right,0,shampoo_bottle,animal_toy","eq,1,on,mirror,wall; eq,1,on,vanity,wall; eq,1,next,step_stool,door",hard,single_room
457,"A stone bathtub sits next to a frameless glass shower stall, with a plush bath mat placed in front of the shower. A floating wooden vanity supports a large round mirror above its countertop. On the vanity surface, a scented candle is positioned to the left of a ceramic soap dispenser, and a small bar soap rests in a dish to the right of the dispenser. A narrow wooden stool beside the towel rack holds a bamboo plant and an oil diffuser. Natural light filters through a frosted window above the tub.","eq,1,bathtub; eq,1,shower_stall; eq,1,bath_mat; eq,1,vanity; eq,1,mirror; eq,1,candle; eq,1,soap_dispenser; eq,1,bar_soap; eq,1,dish; eq,1,stool; eq,1,towel_rack; eq,1,bamboo_plant; eq,1,oil_diffuser","eq,1,bathtub,stone; eq,1,shower_stall,frameless; eq,1,shower_stall,glass; eq,1,bath_mat,plush; eq,1,vanity,wooden; eq,1,vanity,floating; eq,1,mirror,large; eq,1,mirror,round; eq,1,candle,scented; eq,1,soap_dispenser,ceramic; eq,1,bar_soap,small; eq,1,stool,narrow; eq,1,stool,wooden; eq,1,bamboo_plant,bamboo","eq,1,next,0,bathtub,shower_stall; eq,1,front,0,shower_stall,bath_mat; eq,1,on,0,vanity,mirror; eq,1,on,0,vanity,candle; eq,1,on,0,vanity,soap_dispenser; eq,1,on,0,vanity,dish; eq,1,left,0,soap_dispenser,candle; eq,1,right,0,soap_dispenser,dish; eq,1,in,0,dish,bar_soap; eq,1,next,0,towel_rack,stool; eq,1,on,0,stool,bamboo_plant; eq,1,on,0,stool,oil_diffuser","eq,1,below,bathtub,window",hard,single_room
458,"In a playful kids bathroom, a white bathtub holds a yellow rubber duck and a colorful toy boat. A round mirror hangs on the wall above the vanity, with a step stool placed in front of it. On the vanity countertop, a bright blue shampoo bottle stands to the left of a green toothpaste tube while a red toothbrush rests to the right. A striped bath mat lies beneath a chrome towel rack, and a frosted window above the toilet brings in soft daylight.","eq,1,bathtub; eq,1,rubber_duck; eq,1,toy_boat; eq,1,mirror; eq,1,vanity; eq,1,step_stool; eq,1,shampoo_bottle; eq,1,toothpaste_tube; eq,1,toothbrush; eq,1,bath_mat; eq,1,towel_rack; eq,1,toilet","eq,1,bathtub,white; eq,1,rubber_duck,yellow; eq,1,toy_boat,colorful; eq,1,mirror,round; eq,1,shampoo_bottle,bright_blue; eq,1,toothpaste_tube,green; eq,1,toothbrush,red; eq,1,bath_mat,striped; eq,1,towel_rack,chrome","eq,1,in,0,bathtub,rubber_duck; eq,1,in,0,bathtub,toy_boat; eq,1,above,0,vanity,mirror; eq,1,front,0,vanity,step_stool; eq,1,on,0,vanity,shampoo_bottle; eq,1,on,0,vanity,toothpaste_tube; eq,1,on,0,vanity,toothbrush; eq,1,left,0,toothpaste_tube,shampoo_bottle; eq,1,right,0,toothpaste_tube,toothbrush; eq,1,below,0,towel_rack,bath_mat","eq,1,under,toilet,window; eq,1,on,vanity,wall",hard,single_room
